資料年月,縣市,燃料別,車種類別,數量
202105,臺北市,柴油/電能,機車重型,0
202105,臺北市,柴油/電能,機車輕型,0
202105,臺北市,液化石油氣,大客車,0
202105,臺北市,液化石油氣,大貨車,0
202105,臺北市,液化石油氣,小客車,0
202105,臺北市,液化石油氣,小貨車,0
202105,臺北市,液化石油氣,特種車,0
202105,臺北市,液化石油氣,機車重型,0
202105,臺北市,液化石油氣,機車輕型,0
202105,臺北市,電能,大客車,0
202105,臺北市,電能,大貨車,0
202105,臺北市,電能,小客車,305
202105,臺北市,電能,小貨車,1
202105,臺北市,電能,特種車,0
202105,臺北市,電能,機車重型,773
202105,臺北市,電能,機車輕型,92
202105,臺北市,電能(增程),大客車,0
202105,臺北市,電能(增程),大貨車,0
202105,臺北市,電能(增程),小客車,0
202105,臺北市,電能(增程),小貨車,0
202105,臺北市,電能(增程),特種車,0
202105,臺北市,電能(增程),機車重型,0
202105,臺北市,電能(增程),機車輕型,0
202105,臺北市,電能/汽油,大客車,0
202105,臺北市,電能/汽油,大貨車,0
202105,臺北市,電能/汽油,小客車,71
202105,臺北市,電能/汽油,小貨車,0
202105,臺北市,電能/汽油,特種車,0
202105,臺北市,電能/汽油,機車重型,0
202105,臺北市,電能/汽油,機車輕型,0
202105,臺北市,電能/柴油,大客車,0
202105,臺北市,電能/柴油,大貨車,0
202105,臺北市,電能/柴油,小客車,0
202105,臺北市,電能/柴油,小貨車,0
202105,臺北市,電能/柴油,特種車,0
202105,臺北市,電能/柴油,機車重型,0
202105,臺北市,電能/柴油,機車輕型,0
202105,臺北市,總計,大客車,18
202105,臺北市,總計,大貨車,62
202105,臺北市,總計,小客車,5375
202105,臺北市,總計,小貨車,624
202105,臺北市,總計,特種車,44
202105,臺北市,總計,機車重型,3687
202105,臺北市,總計,機車輕型,94
202106,臺北市,汽油,大客車,0
202106,臺北市,汽油,大貨車,0
202106,臺北市,汽油,小客車,3110
202106,臺北市,汽油,小貨車,241
202106,臺北市,汽油,特種車,19
202106,臺北市,汽油,機車重型,2653
202106,臺北市,汽油,機車輕型,0
202106,臺北市,汽油(油電),大客車,0
202106,臺北市,汽油(油電),大貨車,0
202106,臺北市,汽油(油電),小客車,959
202106,臺北市,汽油(油電),小貨車,0
202106,臺北市,汽油(油電),特種車,1
202106,臺北市,汽油(油電),機車重型,0
202106,臺北市,汽油(油電),機車輕型,0
202106,臺北市,汽油/LPG,大客車,0
202106,臺北市,汽油/LPG,大貨車,0
202106,臺北市,汽油/LPG,小客車,0
202106,臺北市,汽油/LPG,小貨車,0
202106,臺北市,汽油/LPG,特種車,0
202106,臺北市,汽油/LPG,機車重型,0
202106,臺北市,汽油/LPG,機車輕型,0
202106,臺北市,汽油/電能,大客車,0
202106,臺北市,汽油/電能,大貨車,0
202106,臺北市,汽油/電能,小客車,4
202106,臺北市,汽油/電能,小貨車,0
202106,臺北市,汽油/電能,特種車,0
202106,臺北市,汽油/電能,機車重型,0
202106,臺北市,汽油/電能,機車輕型,0
202106,臺北市,柴油,大客車,11
202106,臺北市,柴油,大貨車,70
202106,臺北市,柴油,小客車,126
202106,臺北市,柴油,小貨車,383
202106,臺北市,柴油,特種車,12
202106,臺北市,柴油,機車重型,0
202106,臺北市,柴油,機車輕型,0
202106,臺北市,柴油(油電),大客車,0
202106,臺北市,柴油(油電),大貨車,0
202106,臺北市,柴油(油電),小客車,4
202106,臺北市,柴油(油電),小貨車,0
202106,臺北市,柴油(油電),特種車,0
202106,臺北市,柴油(油電),機車重型,0
202106,臺北市,柴油(油電),機車輕型,0
202106,臺北市,柴油/電能,大客車,0
202106,臺北市,柴油/電能,大貨車,0
202106,臺北市,柴油/電能,小客車,0
202106,臺北市,柴油/電能,小貨車,0
202106,臺北市,柴油/電能,特種車,0
202106,臺北市,柴油/電能,機車重型,0
202106,臺北市,柴油/電能,機車輕型,0
202106,臺北市,液化石油氣,大客車,0
202106,臺北市,液化石油氣,大貨車,0
202106,臺北市,液化石油氣,小客車,0
202106,臺北市,液化石油氣,小貨車,0
202106,臺北市,液化石油氣,特種車,0
202106,臺北市,液化石油氣,機車重型,0
202106,臺北市,液化石油氣,機車輕型,0
202106,臺北市,電能,大客車,0
202106,臺北市,電能,大貨車,0
202106,臺北市,電能,小客車,264
202106,臺北市,電能,小貨車,0
202106,臺北市,電能,特種車,0
202106,臺北市,電能,機車重型,526
202106,臺北市,電能,機車輕型,62
202106,臺北市,電能(增程),大客車,0
202106,臺北市,電能(增程),大貨車,0
202106,臺北市,電能(增程),小客車,1
202106,臺北市,電能(增程),小貨車,0
202106,臺北市,電能(增程),特種車,0
202106,臺北市,電能(增程),機車重型,0
202106,臺北市,電能(增程),機車輕型,0
202106,臺北市,電能/汽油,大客車,0
202106,臺北市,電能/汽油,大貨車,0
202106,臺北市,電能/汽油,小客車,14
202106,臺北市,電能/汽油,小貨車,0
202106,臺北市,電能/汽油,特種車,0
202106,臺北市,電能/汽油,機車重型,0
202106,臺北市,電能/汽油,機車輕型,0
202106,臺北市,電能/柴油,大客車,0
202106,臺北市,電能/柴油,大貨車,0
202106,臺北市,電能/柴油,小客車,0
202106,臺北市,電能/柴油,小貨車,0
202106,臺北市,電能/柴油,特種車,0
202106,臺北市,電能/柴油,機車重型,0
202106,臺北市,電能/柴油,機車輕型,0
202106,臺北市,總計,大客車,11
202106,臺北市,總計,大貨車,70
202106,臺北市,總計,小客車,4482
202106,臺北市,總計,小貨車,624
202106,臺北市,總計,特種車,32
202106,臺北市,總計,機車重型,3179
202106,臺北市,總計,機車輕型,62
202107,臺北市,汽油,大客車,0
202107,臺北市,汽油,大貨車,0
202107,臺北市,汽油,小客車,4188
202107,臺北市,汽油,小貨車,323
202107,臺北市,汽油,特種車,39
202107,臺北市,汽油,機車重型,3321
202107,臺北市,汽油,機車輕型,0
202107,臺北市,汽油(油電),大客車,0
202107,臺北市,汽油(油電),大貨車,0
202107,臺北市,汽油(油電),小客車,1109
202107,臺北市,汽油(油電),小貨車,0
202107,臺北市,汽油(油電),特種車,3
202107,臺北市,汽油(油電),機車重型,0
202107,臺北市,汽油(油電),機車輕型,0
202107,臺北市,汽油/LPG,大客車,0
202107,臺北市,汽油/LPG,大貨車,0
202107,臺北市,汽油/LPG,小客車,0
202107,臺北市,汽油/LPG,小貨車,0
202107,臺北市,汽油/LPG,特種車,0
202107,臺北市,汽油/LPG,機車重型,0
202107,臺北市,汽油/LPG,機車輕型,0
202107,臺北市,汽油/電能,大客車,0
202107,臺北市,汽油/電能,大貨車,0
202107,臺北市,汽油/電能,小客車,13
202107,臺北市,汽油/電能,小貨車,0
202107,臺北市,汽油/電能,特種車,0
202107,臺北市,汽油/電能,機車重型,0
202107,臺北市,汽油/電能,機車輕型,0
202107,臺北市,柴油,大客車,23
202107,臺北市,柴油,大貨車,97
202107,臺北市,柴油,小客車,147
202107,臺北市,柴油,小貨車,457
202107,臺北市,柴油,特種車,19
202107,臺北市,柴油,機車重型,0
202107,臺北市,柴油,機車輕型,0
202107,臺北市,柴油(油電),大客車,0
202107,臺北市,柴油(油電),大貨車,0
202107,臺北市,柴油(油電),小客車,10
202107,臺北市,柴油(油電),小貨車,0
202107,臺北市,柴油(油電),特種車,0
202107,臺北市,柴油(油電),機車重型,0
202107,臺北市,柴油(油電),機車輕型,0
202107,臺北市,柴油/電能,大客車,0
202107,臺北市,柴油/電能,大貨車,0
202107,臺北市,柴油/電能,小客車,0
202107,臺北市,柴油/電能,小貨車,0
202107,臺北市,柴油/電能,特種車,0
202107,臺北市,柴油/電能,機車重型,0
202107,臺北市,柴油/電能,機車輕型,0
202107,臺北市,液化石油氣,大客車,0
202107,臺北市,液化石油氣,大貨車,0
202107,臺北市,液化石油氣,小客車,0
202107,臺北市,液化石油氣,小貨車,0
202107,臺北市,液化石油氣,特種車,0
202107,臺北市,液化石油氣,機車重型,0
202107,臺北市,液化石油氣,機車輕型,0
202107,臺北市,電能,大客車,6
202107,臺北市,電能,大貨車,0
202107,臺北市,電能,小客車,72
202107,臺北市,電能,小貨車,1
202107,臺北市,電能,特種車,0
202107,臺北市,電能,機車重型,652
202107,臺北市,電能,機車輕型,152
202107,臺北市,電能(增程),大客車,0
202107,臺北市,電能(增程),大貨車,0
202107,臺北市,電能(增程),小客車,0
202107,臺北市,電能(增程),小貨車,0
202107,臺北市,電能(增程),特種車,0
202107,臺北市,電能(增程),機車重型,0
202107,臺北市,電能(增程),機車輕型,0
202107,臺北市,電能/汽油,大客車,0
202107,臺北市,電能/汽油,大貨車,0
202107,臺北市,電能/汽油,小客車,27
202107,臺北市,電能/汽油,小貨車,0
202107,臺北市,電能/汽油,特種車,0
202107,臺北市,電能/汽油,機車重型,0
202107,臺北市,電能/汽油,機車輕型,0
202107,臺北市,電能/柴油,大客車,0
202107,臺北市,電能/柴油,大貨車,0
202107,臺北市,電能/柴油,小客車,0
202107,臺北市,電能/柴油,小貨車,0
202107,臺北市,電能/柴油,特種車,0
202107,臺北市,電能/柴油,機車重型,0
202107,臺北市,電能/柴油,機車輕型,0
202107,臺北市,總計,大客車,29
202107,臺北市,總計,大貨車,97
202107,臺北市,總計,小客車,5566
202107,臺北市,總計,小貨車,781
202107,臺北市,總計,特種車,61
202107,臺北市,總計,機車重型,3973
202107,臺北市,總計,機車輕型,152
202108,臺北市,汽油,大客車,0
202108,臺北市,汽油,大貨車,0
202108,臺北市,汽油,小客車,3469
202108,臺北市,汽油,小貨車,262
202108,臺北市,汽油,特種車,28
202108,臺北市,汽油,機車重型,3849
202108,臺北市,汽油,機車輕型,1
202108,臺北市,汽油(油電),大客車,0
202108,臺北市,汽油(油電),大貨車,0
202108,臺北市,汽油(油電),小客車,852
202108,臺北市,汽油(油電),小貨車,0
202108,臺北市,汽油(油電),特種車,0
202108,臺北市,汽油(油電),機車重型,0
202108,臺北市,汽油(油電),機車輕型,0
202108,臺北市,汽油/LPG,大客車,0
202108,臺北市,汽油/LPG,大貨車,0
202108,臺北市,汽油/LPG,小客車,0
202108,臺北市,汽油/LPG,小貨車,0
202108,臺北市,汽油/LPG,特種車,0
202108,臺北市,汽油/LPG,機車重型,0
202108,臺北市,汽油/LPG,機車輕型,0
202108,臺北市,汽油/電能,大客車,0
202108,臺北市,汽油/電能,大貨車,0
202108,臺北市,汽油/電能,小客車,4
202108,臺北市,汽油/電能,小貨車,0
202108,臺北市,汽油/電能,特種車,0
202108,臺北市,汽油/電能,機車重型,0
202108,臺北市,汽油/電能,機車輕型,0
202108,臺北市,柴油,大客車,49
202108,臺北市,柴油,大貨車,78
202108,臺北市,柴油,小客車,181
202108,臺北市,柴油,小貨車,332
202108,臺北市,柴油,特種車,45
202108,臺北市,柴油,機車重型,0
202108,臺北市,柴油,機車輕型,0
202108,臺北市,柴油(油電),大客車,0
202108,臺北市,柴油(油電),大貨車,2
202108,臺北市,柴油(油電),小客車,4
202108,臺北市,柴油(油電),小貨車,0
202108,臺北市,柴油(油電),特種車,0
202108,臺北市,柴油(油電),機車重型,0
202108,臺北市,柴油(油電),機車輕型,0
202108,臺北市,柴油/電能,大客車,0
202108,臺北市,柴油/電能,大貨車,0
202108,臺北市,柴油/電能,小客車,0
202108,臺北市,柴油/電能,小貨車,0
202108,臺北市,柴油/電能,特種車,0
202108,臺北市,柴油/電能,機車重型,0
202108,臺北市,柴油/電能,機車輕型,0
202108,臺北市,液化石油氣,大客車,0
202108,臺北市,液化石油氣,大貨車,0
202108,臺北市,液化石油氣,小客車,0
202108,臺北市,液化石油氣,小貨車,0
202108,臺北市,液化石油氣,特種車,0
202108,臺北市,液化石油氣,機車重型,0
202108,臺北市,液化石油氣,機車輕型,0
202108,臺北市,電能,大客車,0
202108,臺北市,電能,大貨車,0
202108,臺北市,電能,小客車,192
202108,臺北市,電能,小貨車,0
202108,臺北市,電能,特種車,0
202108,臺北市,電能,機車重型,1063
202108,臺北市,電能,機車輕型,157
202108,臺北市,電能(增程),大客車,0
202108,臺北市,電能(增程),大貨車,0
202108,臺北市,電能(增程),小客車,1
202108,臺北市,電能(增程),小貨車,0
202108,臺北市,電能(增程),特種車,0
202108,臺北市,電能(增程),機車重型,0
202108,臺北市,電能(增程),機車輕型,0
202108,臺北市,電能/汽油,大客車,0
202108,臺北市,電能/汽油,大貨車,0
202108,臺北市,電能/汽油,小客車,16
202108,臺北市,電能/汽油,小貨車,0
202108,臺北市,電能/汽油,特種車,0
202108,臺北市,電能/汽油,機車重型,0
202108,臺北市,電能/汽油,機車輕型,0
202108,臺北市,電能/柴油,大客車,0
202108,臺北市,電能/柴油,大貨車,0
202108,臺北市,電能/柴油,小客車,0
202108,臺北市,電能/柴油,小貨車,0
202108,臺北市,電能/柴油,特種車,0
202108,臺北市,電能/柴油,機車重型,0
202108,臺北市,電能/柴油,機車輕型,0
202108,臺北市,總計,大客車,49
202108,臺北市,總計,大貨車,80
202108,臺北市,總計,小客車,4719
202108,臺北市,總計,小貨車,594
202108,臺北市,總計,特種車,73
202108,臺北市,總計,機車重型,4912
202108,臺北市,總計,機車輕型,158
202109,臺北市,汽油,大客車,0
202109,臺北市,汽油,大貨車,0
202109,臺北市,汽油,小客車,4070
202109,臺北市,汽油,小貨車,303
202109,臺北市,汽油,特種車,86
202109,臺北市,汽油,機車重型,4421
202109,臺北市,汽油,機車輕型,0
202109,臺北市,汽油(油電),大客車,0
202109,臺北市,汽油(油電),大貨車,0
202109,臺北市,汽油(油電),小客車,1463
202109,臺北市,汽油(油電),小貨車,0
202109,臺北市,汽油(油電),特種車,4
202109,臺北市,汽油(油電),機車重型,0
202109,臺北市,汽油(油電),機車輕型,0
202109,臺北市,汽油/LPG,大客車,0
202109,臺北市,汽油/LPG,大貨車,0
202109,臺北市,汽油/LPG,小客車,0
202109,臺北市,汽油/LPG,小貨車,0
202109,臺北市,汽油/LPG,特種車,0
202109,臺北市,汽油/LPG,機車重型,0
202109,臺北市,汽油/LPG,機車輕型,0
202109,臺北市,汽油/電能,大客車,0
202109,臺北市,汽油/電能,大貨車,0
202109,臺北市,汽油/電能,小客車,7
202109,臺北市,汽油/電能,小貨車,0
202109,臺北市,汽油/電能,特種車,0
202109,臺北市,汽油/電能,機車重型,0
202109,臺北市,汽油/電能,機車輕型,0
202109,臺北市,柴油,大客車,25
202109,臺北市,柴油,大貨車,69
202109,臺北市,柴油,小客車,190
202109,臺北市,柴油,小貨車,374
202109,臺北市,柴油,特種車,45
202109,臺北市,柴油,機車重型,0
202109,臺北市,柴油,機車輕型,0
202109,臺北市,柴油(油電),大客車,0
202109,臺北市,柴油(油電),大貨車,0
202109,臺北市,柴油(油電),小客車,39
202109,臺北市,柴油(油電),小貨車,0
202109,臺北市,柴油(油電),特種車,0
202109,臺北市,柴油(油電),機車重型,0
202109,臺北市,柴油(油電),機車輕型,0
202109,臺北市,柴油/電能,大客車,0
202109,臺北市,柴油/電能,大貨車,0
202109,臺北市,柴油/電能,小客車,0
202109,臺北市,柴油/電能,小貨車,0
202109,臺北市,柴油/電能,特種車,0
202109,臺北市,柴油/電能,機車重型,0
202109,臺北市,柴油/電能,機車輕型,0
202109,臺北市,液化石油氣,大客車,0
202109,臺北市,液化石油氣,大貨車,0
202109,臺北市,液化石油氣,小客車,0
202109,臺北市,液化石油氣,小貨車,0
202109,臺北市,液化石油氣,特種車,0
202109,臺北市,液化石油氣,機車重型,0
202109,臺北市,液化石油氣,機車輕型,0
202109,臺北市,電能,大客車,0
202109,臺北市,電能,大貨車,0
202109,臺北市,電能,小客車,233
202109,臺北市,電能,小貨車,4
202109,臺北市,電能,特種車,0
202109,臺北市,電能,機車重型,846
202109,臺北市,電能,機車輕型,234
202109,臺北市,電能(增程),大客車,0
202109,臺北市,電能(增程),大貨車,0
202109,臺北市,電能(增程),小客車,1
202109,臺北市,電能(增程),小貨車,0
202109,臺北市,電能(增程),特種車,0
202109,臺北市,電能(增程),機車重型,0
202109,臺北市,電能(增程),機車輕型,0
202109,臺北市,電能/汽油,大客車,0
202109,臺北市,電能/汽油,大貨車,0
202109,臺北市,電能/汽油,小客車,21
202109,臺北市,電能/汽油,小貨車,0
202109,臺北市,電能/汽油,特種車,0
202109,臺北市,電能/汽油,機車重型,0
202109,臺北市,電能/汽油,機車輕型,0
202109,臺北市,電能/柴油,大客車,0
202109,臺北市,電能/柴油,大貨車,0
202109,臺北市,電能/柴油,小客車,0
202109,臺北市,電能/柴油,小貨車,0
202109,臺北市,電能/柴油,特種車,0
202109,臺北市,電能/柴油,機車重型,0
202109,臺北市,電能/柴油,機車輕型,0
202109,臺北市,總計,大客車,25
202109,臺北市,總計,大貨車,69
202109,臺北市,總計,小客車,6024
202109,臺北市,總計,小貨車,681
202109,臺北市,總計,特種車,135
202109,臺北市,總計,機車重型,5267
202109,臺北市,總計,機車輕型,234
202110,臺北市,汽油,大客車,0
202110,臺北市,汽油,大貨車,0
202110,臺北市,汽油,小客車,3210
202110,臺北市,汽油,小貨車,258
202110,臺北市,汽油,特種車,11
202110,臺北市,汽油,機車重型,4153
202110,臺北市,汽油,機車輕型,0
202110,臺北市,汽油(油電),大客車,0
202110,臺北市,汽油(油電),大貨車,0
202110,臺北市,汽油(油電),小客車,1204
202110,臺北市,汽油(油電),小貨車,0
202110,臺北市,汽油(油電),特種車,0
202110,臺北市,汽油(油電),機車重型,0
202110,臺北市,汽油(油電),機車輕型,0
202110,臺北市,汽油/LPG,大客車,0
202110,臺北市,汽油/LPG,大貨車,0
202110,臺北市,汽油/LPG,小客車,0
202110,臺北市,汽油/LPG,小貨車,0
202110,臺北市,汽油/LPG,特種車,0
202110,臺北市,汽油/LPG,機車重型,0
202110,臺北市,汽油/LPG,機車輕型,0
202110,臺北市,汽油/電能,大客車,0
202110,臺北市,汽油/電能,大貨車,0
202110,臺北市,汽油/電能,小客車,4
202110,臺北市,汽油/電能,小貨車,0
202110,臺北市,汽油/電能,特種車,0
202110,臺北市,汽油/電能,機車重型,0
202110,臺北市,汽油/電能,機車輕型,0
202110,臺北市,柴油,大客車,12
202110,臺北市,柴油,大貨車,72
202110,臺北市,柴油,小客車,140
202110,臺北市,柴油,小貨車,334
202110,臺北市,柴油,特種車,18
202110,臺北市,柴油,機車重型,0
202110,臺北市,柴油,機車輕型,0
202110,臺北市,柴油(油電),大客車,0
202110,臺北市,柴油(油電),大貨車,0
202110,臺北市,柴油(油電),小客車,9
202110,臺北市,柴油(油電),小貨車,0
202110,臺北市,柴油(油電),特種車,0
202110,臺北市,柴油(油電),機車重型,0
202110,臺北市,柴油(油電),機車輕型,0
202110,臺北市,柴油/電能,大客車,0
202110,臺北市,柴油/電能,大貨車,0
202110,臺北市,柴油/電能,小客車,0
202110,臺北市,柴油/電能,小貨車,0
202110,臺北市,柴油/電能,特種車,0
202110,臺北市,柴油/電能,機車重型,0
202110,臺北市,柴油/電能,機車輕型,0
202110,臺北市,液化石油氣,大客車,0
202110,臺北市,液化石油氣,大貨車,0
202110,臺北市,液化石油氣,小客車,0
202110,臺北市,液化石油氣,小貨車,0
202110,臺北市,液化石油氣,特種車,0
202110,臺北市,液化石油氣,機車重型,0
202110,臺北市,液化石油氣,機車輕型,0
202110,臺北市,電能,大客車,0
202110,臺北市,電能,大貨車,0
202110,臺北市,電能,小客車,80
202110,臺北市,電能,小貨車,2
202110,臺北市,電能,特種車,1
202110,臺北市,電能,機車重型,1469
202110,臺北市,電能,機車輕型,290
202110,臺北市,電能(增程),大客車,0
202110,臺北市,電能(增程),大貨車,0
202110,臺北市,電能(增程),小客車,0
202110,臺北市,電能(增程),小貨車,0
202110,臺北市,電能(增程),特種車,0
202110,臺北市,電能(增程),機車重型,0
202110,臺北市,電能(增程),機車輕型,0
202110,臺北市,電能/汽油,大客車,0
202110,臺北市,電能/汽油,大貨車,0
202110,臺北市,電能/汽油,小客車,20
202110,臺北市,電能/汽油,小貨車,0
202110,臺北市,電能/汽油,特種車,0
202110,臺北市,電能/汽油,機車重型,0
202110,臺北市,電能/汽油,機車輕型,0
202110,臺北市,電能/柴油,大客車,0
202110,臺北市,電能/柴油,大貨車,0
202110,臺北市,電能/柴油,小客車,0
202110,臺北市,電能/柴油,小貨車,0
202110,臺北市,電能/柴油,特種車,0
202110,臺北市,電能/柴油,機車重型,0
202110,臺北市,電能/柴油,機車輕型,0
202110,臺北市,總計,大客車,12
202110,臺北市,總計,大貨車,72
202110,臺北市,總計,小客車,4667
202110,臺北市,總計,小貨車,594
202110,臺北市,總計,特種車,30
202110,臺北市,總計,機車重型,5622
202110,臺北市,總計,機車輕型,290
202111,臺北市,汽油,大客車,0
202111,臺北市,汽油,大貨車,0
202111,臺北市,汽油,小客車,3572
202111,臺北市,汽油,小貨車,323
202111,臺北市,汽油,特種車,49
202111,臺北市,汽油,機車重型,4891
202111,臺北市,汽油,機車輕型,17
202111,臺北市,汽油(油電),大客車,0
202111,臺北市,汽油(油電),大貨車,0
202111,臺北市,汽油(油電),小客車,1140
202111,臺北市,汽油(油電),小貨車,0
202111,臺北市,汽油(油電),特種車,0
202111,臺北市,汽油(油電),機車重型,0
202111,臺北市,汽油(油電),機車輕型,0
202111,臺北市,汽油/LPG,大客車,0
202111,臺北市,汽油/LPG,大貨車,0
202111,臺北市,汽油/LPG,小客車,0
202111,臺北市,汽油/LPG,小貨車,0
202111,臺北市,汽油/LPG,特種車,0
202111,臺北市,汽油/LPG,機車重型,0
202111,臺北市,汽油/LPG,機車輕型,0
202111,臺北市,汽油/電能,大客車,0
202111,臺北市,汽油/電能,大貨車,0
202111,臺北市,汽油/電能,小客車,5
202111,臺北市,汽油/電能,小貨車,0
202111,臺北市,汽油/電能,特種車,1
202111,臺北市,汽油/電能,機車重型,0
202111,臺北市,汽油/電能,機車輕型,0
202111,臺北市,柴油,大客車,24
202111,臺北市,柴油,大貨車,48
202111,臺北市,柴油,小客車,197
202111,臺北市,柴油,小貨車,360
202111,臺北市,柴油,特種車,37
202111,臺北市,柴油,機車重型,0
202111,臺北市,柴油,機車輕型,0
202111,臺北市,柴油(油電),大客車,0
202111,臺北市,柴油(油電),大貨車,0
202111,臺北市,柴油(油電),小客車,15
202111,臺北市,柴油(油電),小貨車,0
202111,臺北市,柴油(油電),特種車,0
202111,臺北市,柴油(油電),機車重型,0
202111,臺北市,柴油(油電),機車輕型,0
202111,臺北市,柴油/電能,大客車,0
202111,臺北市,柴油/電能,大貨車,0
202111,臺北市,柴油/電能,小客車,0
202111,臺北市,柴油/電能,小貨車,0
202111,臺北市,柴油/電能,特種車,0
202111,臺北市,柴油/電能,機車重型,0
202111,臺北市,柴油/電能,機車輕型,0
202111,臺北市,液化石油氣,大客車,0
202111,臺北市,液化石油氣,大貨車,0
202111,臺北市,液化石油氣,小客車,0
202111,臺北市,液化石油氣,小貨車,0
202111,臺北市,液化石油氣,特種車,0
202111,臺北市,液化石油氣,機車重型,0
202111,臺北市,液化石油氣,機車輕型,0
202111,臺北市,電能,大客車,0
202111,臺北市,電能,大貨車,0
202111,臺北市,電能,小客車,397
202111,臺北市,電能,小貨車,3
202111,臺北市,電能,特種車,0
202111,臺北市,電能,機車重型,1587
202111,臺北市,電能,機車輕型,289
202111,臺北市,電能(增程),大客車,0
202111,臺北市,電能(增程),大貨車,0
202111,臺北市,電能(增程),小客車,0
202111,臺北市,電能(增程),小貨車,0
202111,臺北市,電能(增程),特種車,0
202111,臺北市,電能(增程),機車重型,0
202111,臺北市,電能(增程),機車輕型,0
202111,臺北市,電能/汽油,大客車,0
202111,臺北市,電能/汽油,大貨車,0
202111,臺北市,電能/汽油,小客車,25
202111,臺北市,電能/汽油,小貨車,0
202111,臺北市,電能/汽油,特種車,0
202111,臺北市,電能/汽油,機車重型,0
202111,臺北市,電能/汽油,機車輕型,0
202111,臺北市,電能/柴油,大客車,0
202111,臺北市,電能/柴油,大貨車,0
202111,臺北市,電能/柴油,小客車,0
202111,臺北市,電能/柴油,小貨車,0
202111,臺北市,電能/柴油,特種車,0
202111,臺北市,電能/柴油,機車重型,0
202111,臺北市,電能/柴油,機車輕型,0
202111,臺北市,總計,大客車,24
202111,臺北市,總計,大貨車,48
202111,臺北市,總計,小客車,5351
202111,臺北市,總計,小貨車,686
202111,臺北市,總計,特種車,87
202111,臺北市,總計,機車重型,6478
202111,臺北市,總計,機車輕型,306
202112,臺北市,汽油,大客車,0
202112,臺北市,汽油,大貨車,0
202112,臺北市,汽油,小客車,3740
202112,臺北市,汽油,小貨車,314
202112,臺北市,汽油,特種車,36
202112,臺北市,汽油,機車重型,5604
202112,臺北市,汽油,機車輕型,6
202112,臺北市,汽油(油電),大客車,0
202112,臺北市,汽油(油電),大貨車,0
202112,臺北市,汽油(油電),小客車,1225
202112,臺北市,汽油(油電),小貨車,0
202112,臺北市,汽油(油電),特種車,0
202112,臺北市,汽油(油電),機車重型,0
202112,臺北市,汽油(油電),機車輕型,0
202112,臺北市,汽油/LPG,大客車,0
202112,臺北市,汽油/LPG,大貨車,0
202112,臺北市,汽油/LPG,小客車,0
202112,臺北市,汽油/LPG,小貨車,0
202112,臺北市,汽油/LPG,特種車,0
202112,臺北市,汽油/LPG,機車重型,0
202112,臺北市,汽油/LPG,機車輕型,0
202112,臺北市,汽油/電能,大客車,0
202112,臺北市,汽油/電能,大貨車,0
202112,臺北市,汽油/電能,小客車,4
202112,臺北市,汽油/電能,小貨車,0
202112,臺北市,汽油/電能,特種車,2
202112,臺北市,汽油/電能,機車重型,0
202112,臺北市,汽油/電能,機車輕型,0
202112,臺北市,柴油,大客車,16
202112,臺北市,柴油,大貨車,50
202112,臺北市,柴油,小客車,211
202112,臺北市,柴油,小貨車,847
202112,臺北市,柴油,特種車,27
202112,臺北市,柴油,機車重型,0
202112,臺北市,柴油,機車輕型,0
202112,臺北市,柴油(油電),大客車,0
202112,臺北市,柴油(油電),大貨車,0
202112,臺北市,柴油(油電),小客車,22
202112,臺北市,柴油(油電),小貨車,0
202112,臺北市,柴油(油電),特種車,0
202112,臺北市,柴油(油電),機車重型,0
202112,臺北市,柴油(油電),機車輕型,0
202112,臺北市,柴油/電能,大客車,0
202112,臺北市,柴油/電能,大貨車,0
202112,臺北市,柴油/電能,小客車,0
202112,臺北市,柴油/電能,小貨車,0
202112,臺北市,柴油/電能,特種車,0
202112,臺北市,柴油/電能,機車重型,0
202112,臺北市,柴油/電能,機車輕型,0
202112,臺北市,液化石油氣,大客車,0
202112,臺北市,液化石油氣,大貨車,0
202112,臺北市,液化石油氣,小客車,0
202112,臺北市,液化石油氣,小貨車,0
202112,臺北市,液化石油氣,特種車,0
202112,臺北市,液化石油氣,機車重型,0
202112,臺北市,液化石油氣,機車輕型,0
202112,臺北市,電能,大客車,20
202112,臺北市,電能,大貨車,0
202112,臺北市,電能,小客車,141
202112,臺北市,電能,小貨車,0
202112,臺北市,電能,特種車,0
202112,臺北市,電能,機車重型,1876
202112,臺北市,電能,機車輕型,453
202112,臺北市,電能(增程),大客車,0
202112,臺北市,電能(增程),大貨車,0
202112,臺北市,電能(增程),小客車,1
202112,臺北市,電能(增程),小貨車,0
202112,臺北市,電能(增程),特種車,0
202112,臺北市,電能(增程),機車重型,0
202112,臺北市,電能(增程),機車輕型,0
202112,臺北市,電能/汽油,大客車,0
202112,臺北市,電能/汽油,大貨車,0
202112,臺北市,電能/汽油,小客車,22
202112,臺北市,電能/汽油,小貨車,0
202112,臺北市,電能/汽油,特種車,0
202112,臺北市,電能/汽油,機車重型,0
202112,臺北市,電能/汽油,機車輕型,0
202112,臺北市,電能/柴油,大客車,0
202112,臺北市,電能/柴油,大貨車,0
202112,臺北市,電能/柴油,小客車,0
202112,臺北市,電能/柴油,小貨車,0
202112,臺北市,電能/柴油,特種車,0
202112,臺北市,電能/柴油,機車重型,0
202112,臺北市,電能/柴油,機車輕型,0
202112,臺北市,總計,大客車,36
